index,artistScore,trackScore
0.0,100.0,100.0
1.0,100.0,100.0
2.0,100.0,100.0
3.0,100.0,86.0
4.0,100.0,100.0
5.0,100.0,100.0
6.0,100.0,100.0
7.0,100.0,86.0
8.0,100.0,100.0
9.0,100.0,100.0
10.0,100.0,86.0
11.0,0.0,0.0
12.0,100.0,86.0
13.0,100.0,100.0
14.0,100.0,92.0
15.0,100.0,100.0
16.0,100.0,100.0
17.0,100.0,100.0
18.0,100.0,50.0
19.0,100.0,58.0
20.0,100.0,43.0
21.0,100.0,48.0
22.0,100.0,46.0
23.0,67.0,67.0
24.0,100.0,47.0
25.0,100.0,38.0
26.0,100.0,50.0
27.0,100.0,100.0
28.0,0.0,0.0
29.0,0.0,0.0
30.0,100.0,67.0
31.0,0.0,0.0
32.0,100.0,62.0
33.0,100.0,56.0
34.0,78.0,78.0
35.0,100.0,60.0
36.0,100.0,55.0
37.0,80.0,100.0
38.0,0.0,0.0
39.0,75.0,67.0
40.0,100.0,21.0
41.0,100.0,31.0
42.0,33.0,50.0
43.0,80.0,50.0
44.0,100.0,40.0
45.0,100.0,20.0
46.0,100.0,36.0
47.0,0.0,0.0
48.0,100.0,60.0
49.0,100.0,60.0
50.0,75.0,50.0
51.0,80.0,67.0
52.0,83.0,62.0
53.0,100.0,67.0
54.0,75.0,50.0
55.0,80.0,40.0
56.0,100.0,55.0
57.0,100.0,67.0
58.0,100.0,33.0
59.0,0.0,0.0
60.0,100.0,46.0
61.0,100.0,55.0
62.0,100.0,50.0
63.0,100.0,50.0
64.0,100.0,50.0
65.0,100.0,45.0
66.0,27.0,54.0
67.0,100.0,28.0
68.0,100.0,100.0
69.0,100.0,92.0
70.0,83.0,100.0
71.0,100.0,60.0
72.0,100.0,60.0
73.0,100.0,77.0
74.0,100.0,50.0
75.0,100.0,75.0
76.0,100.0,71.0
77.0,75.0,100.0
78.0,0.0,0.0
79.0,80.0,67.0
80.0,80.0,62.0
81.0,75.0,67.0
82.0,75.0,67.0
83.0,75.0,50.0
84.0,75.0,67.0
85.0,75.0,67.0
86.0,80.0,50.0
87.0,100.0,100.0
88.0,100.0,33.0
89.0,100.0,67.0
90.0,100.0,67.0
91.0,100.0,50.0
92.0,100.0,40.0
93.0,80.0,75.0
94.0,100.0,40.0
95.0,100.0,57.0
96.0,100.0,40.0
97.0,75.0,75.0
98.0,75.0,60.0
99.0,75.0,60.0
100.0,75.0,60.0
101.0,75.0,60.0
102.0,75.0,57.0
103.0,75.0,57.0
104.0,75.0,55.0
105.0,75.0,55.0
106.0,75.0,53.0
107.0,100.0,75.0
108.0,100.0,50.0
109.0,91.0,59.0
110.0,80.0,67.0
111.0,100.0,50.0
112.0,100.0,50.0
113.0,100.0,50.0
114.0,100.0,43.0
115.0,100.0,50.0
116.0,100.0,40.0
117.0,100.0,100.0
118.0,100.0,71.0
119.0,100.0,67.0
120.0,88.0,75.0
121.0,75.0,75.0
122.0,75.0,75.0
123.0,100.0,64.0
124.0,100.0,64.0
125.0,77.0,77.0
126.0,100.0,56.0
127.0,100.0,71.0
128.0,0.0,0.0
129.0,100.0,62.0
130.0,0.0,0.0
131.0,78.0,78.0
132.0,100.0,60.0
133.0,100.0,60.0
134.0,100.0,59.0
135.0,100.0,50.0
136.0,100.0,58.0
137.0,100.0,100.0
138.0,100.0,46.0
139.0,80.0,67.0
140.0,75.0,25.0
141.0,75.0,67.0
142.0,75.0,67.0
143.0,67.0,57.0
144.0,100.0,43.0
145.0,12.0,44.0
146.0,80.0,59.0
147.0,100.0,100.0
148.0,80.0,60.0
149.0,100.0,57.0
150.0,75.0,67.0
151.0,83.0,64.0
152.0,86.0,60.0
153.0,86.0,60.0
154.0,83.0,25.0
155.0,83.0,60.0
156.0,83.0,60.0
157.0,100.0,67.0
158.0,0.0,0.0
159.0,100.0,50.0
160.0,75.0,75.0
161.0,100.0,56.0
162.0,100.0,45.0
163.0,100.0,50.0
164.0,100.0,38.0
165.0,100.0,50.0
166.0,100.0,33.0
167.0,100.0,73.0
168.0,0.0,0.0
169.0,100.0,60.0
170.0,100.0,60.0
171.0,100.0,50.0
172.0,100.0,48.0
173.0,100.0,59.0
174.0,100.0,50.0
175.0,100.0,40.0
176.0,100.0,44.0
177.0,100.0,100.0
178.0,80.0,89.0
179.0,100.0,60.0
180.0,100.0,67.0
181.0,0.0,0.0
182.0,100.0,60.0
183.0,100.0,60.0
184.0,100.0,60.0
185.0,100.0,58.0
186.0,100.0,50.0
187.0,100.0,67.0
188.0,0.0,0.0
189.0,100.0,58.0
190.0,100.0,50.0
191.0,100.0,50.0
192.0,100.0,50.0
193.0,100.0,30.0
194.0,100.0,50.0
195.0,100.0,50.0
196.0,100.0,50.0
197.0,75.0,89.0
198.0,0.0,0.0
199.0,0.0,0.0
200.0,100.0,64.0
201.0,100.0,62.0
202.0,100.0,33.0
203.0,100.0,52.0
204.0,100.0,26.0
205.0,100.0,47.0
206.0,80.0,67.0
207.0,100.0,100.0
208.0,91.0,59.0
209.0,75.0,67.0
210.0,75.0,67.0
211.0,75.0,67.0
212.0,91.0,53.0
213.0,91.0,50.0
214.0,75.0,40.0
215.0,100.0,22.0
216.0,75.0,53.0
217.0,100.0,75.0
218.0,100.0,67.0
219.0,100.0,60.0
220.0,0.0,0.0
221.0,100.0,50.0
222.0,100.0,42.0
223.0,75.0,70.0
224.0,100.0,36.0
225.0,100.0,40.0
226.0,100.0,50.0
227.0,75.0,75.0
228.0,67.0,33.0
229.0,67.0,57.0
230.0,86.0,43.0
231.0,75.0,45.0
232.0,75.0,40.0
233.0,75.0,29.0
234.0,75.0,50.0
235.0,75.0,50.0
236.0,75.0,50.0
237.0,100.0,100.0
238.0,75.0,100.0
239.0,100.0,60.0
240.0,100.0,50.0
241.0,75.0,75.0
242.0,100.0,44.0
243.0,100.0,44.0
244.0,75.0,40.0
245.0,71.0,60.0
246.0,100.0,50.0
247.0,100.0,100.0
248.0,86.0,80.0
249.0,100.0,62.0
250.0,75.0,71.0
251.0,100.0,60.0
252.0,100.0,60.0
253.0,86.0,67.0
254.0,86.0,55.0
255.0,100.0,29.0
256.0,100.0,46.0
257.0,70.0,100.0
258.0,0.0,0.0
259.0,80.0,67.0
260.0,80.0,67.0
261.0,80.0,50.0
262.0,80.0,60.0
263.0,80.0,60.0
264.0,80.0,43.0
265.0,80.0,40.0
266.0,80.0,57.0
267.0,75.0,100.0
268.0,0.0,0.0
269.0,80.0,80.0
270.0,100.0,62.0
271.0,75.0,80.0
272.0,100.0,44.0
273.0,100.0,27.0
274.0,0.0,0.0
275.0,80.0,58.0
276.0,100.0,56.0
277.0,91.0,100.0
278.0,80.0,75.0
279.0,80.0,73.0
280.0,80.0,67.0
281.0,80.0,50.0
282.0,75.0,57.0
283.0,75.0,60.0
284.0,83.0,60.0
285.0,80.0,62.0
286.0,75.0,50.0
287.0,100.0,100.0
288.0,75.0,50.0
289.0,75.0,50.0
290.0,75.0,62.0
291.0,60.0,57.0
292.0,50.0,40.0
293.0,60.0,55.0
294.0,75.0,60.0
295.0,75.0,60.0
296.0,75.0,60.0
297.0,80.0,67.0
298.0,60.0,67.0
299.0,80.0,67.0
300.0,80.0,60.0
301.0,80.0,50.0
302.0,100.0,46.0
303.0,100.0,44.0
304.0,100.0,47.0
305.0,80.0,62.0
306.0,80.0,53.0
307.0,100.0,100.0
308.0,67.0,100.0
309.0,100.0,67.0
310.0,100.0,60.0
311.0,100.0,60.0
312.0,100.0,60.0
313.0,67.0,75.0
314.0,100.0,60.0
315.0,100.0,40.0
316.0,82.0,57.0
317.0,100.0,67.0
318.0,80.0,67.0
319.0,0.0,0.0
320.0,71.0,75.0
321.0,100.0,60.0
322.0,100.0,60.0
323.0,100.0,60.0
324.0,100.0,50.0
325.0,100.0,56.0
326.0,20.0,46.0
327.0,100.0,60.0
328.0,100.0,60.0
329.0,100.0,58.0
330.0,71.0,50.0
331.0,100.0,57.0
332.0,100.0,57.0
333.0,100.0,57.0
334.0,75.0,71.0
335.0,100.0,56.0
336.0,100.0,56.0
337.0,100.0,75.0
338.0,80.0,75.0
339.0,100.0,60.0
340.0,100.0,60.0
341.0,100.0,58.0
342.0,100.0,40.0
343.0,100.0,57.0
344.0,100.0,50.0
345.0,75.0,75.0
346.0,100.0,43.0
347.0,100.0,67.0
348.0,100.0,67.0
349.0,100.0,60.0
350.0,80.0,75.0
351.0,100.0,40.0
352.0,100.0,60.0
353.0,100.0,55.0
354.0,100.0,58.0
355.0,100.0,50.0
356.0,100.0,40.0
357.0,67.0,50.0
358.0,75.0,62.0
359.0,40.0,67.0
360.0,67.0,62.0
361.0,67.0,60.0
362.0,67.0,60.0
363.0,67.0,60.0
364.0,40.0,60.0
365.0,80.0,25.0
366.0,80.0,53.0
367.0,100.0,67.0
368.0,75.0,67.0
369.0,83.0,67.0
370.0,83.0,67.0
371.0,100.0,50.0
372.0,100.0,43.0
373.0,100.0,50.0
374.0,100.0,50.0
375.0,100.0,17.0
376.0,100.0,43.0
377.0,100.0,100.0
378.0,100.0,97.0
379.0,100.0,97.0
380.0,100.0,97.0
381.0,100.0,97.0
382.0,100.0,33.0
383.0,100.0,67.0
384.0,100.0,50.0
385.0,100.0,67.0
386.0,80.0,75.0
387.0,86.0,75.0
388.0,100.0,50.0
389.0,75.0,75.0
390.0,75.0,75.0
391.0,100.0,25.0
392.0,100.0,25.0
393.0,75.0,50.0
394.0,75.0,67.0
395.0,75.0,50.0
396.0,75.0,67.0
397.0,100.0,57.0
398.0,0.0,0.0
399.0,75.0,75.0
400.0,100.0,25.0
401.0,100.0,50.0
402.0,100.0,50.0
403.0,75.0,67.0
404.0,80.0,60.0
405.0,80.0,60.0
406.0,100.0,46.0
407.0,100.0,100.0
408.0,100.0,75.0
409.0,100.0,75.0
410.0,100.0,71.0
411.0,0.0,0.0
412.0,100.0,67.0
413.0,80.0,83.0
414.0,100.0,50.0
415.0,100.0,60.0
416.0,100.0,80.0
417.0,100.0,100.0
418.0,100.0,75.0
419.0,100.0,71.0
420.0,0.0,0.0
